Fire_Year,GIS_Acres,Distance,Smoke_Impact
1963,40992.45827111476,646.7627966727733,990.3277736153241
1963,45527.21098592895,641.5234172880531,1108.8647000016335
1963,10395.010334268736,583.8278914141935,278.20191337470646
1963,9983.605738356093,635.1937682752133,245.58465062620985
1963,9674.175811826888,508.7831198258379,297.0990804717313
1963,4995.910129347736,304.34916529651645,256.4853289313485
1963,4995.253625665688,254.42832225526243,306.7694555746811
1963,4293.41061336422,466.13220886206324,143.9174113232485
1963,3071.2087438776393,435.8477410762073,110.1018362618921
1963,3022.2701042653275,483.7388547023184,97.620792541475
1963,2840.558722170961,428.49411021568517,103.58072369204898
1963,2144.285304565553,554.9926619237588,60.369190770380655
1963,2059.4902750558676,553.7910555802046,58.107719912582496
1963,1799.0028882723186,490.6493742527454,57.29023943435242
1963,1688.8129555611079,449.31995015167234,58.72808990950632
1963,1562.8056119066794,490.64042429044844,49.769314710168366
1963,1544.796568064912,540.5979509258229,44.64953360381165
1963,1528.1878352089936,449.45021251070546,53.126985504699874
1963,1460.356391916781,633.9525335593046,35.99333927350751
1963,1093.0916878600467,525.7916085406943,32.483511234073525
1963,997.9730451962262,635.1868407979218,24.549200061516846
1963,647.2465127485566,258.85667405178975,39.06882756159044
1963,632.3435096475519,499.76979643765594,19.769836850225758
1963,609.4436861589961,438.6573385614847,21.708419668669414
1963,749.619548333537,413.7105126273146,28.311597325211878
1963,590.2149061548344,419.84237439397367,21.965643467934946
1963,492.88341535110976,516.7917753323246,14.902139957449481
1963,452.4668681572157,503.99645943469085,14.027469206601872
1963,419.50974124925295,647.5903647616013,10.12189196087348
1963,406.75445325921123,441.8908676511985,14.382597146569335
1963,400.26163667789183,560.5338706971394,11.157377635920222
1963,334.79671911373083,523.1225636117108,9.999948578082968
1963,317.62626140197034,492.2103761605162,10.082904739064901
1963,313.40428586090286,423.3811111955978,11.566274066285091
1963,299.5084542148143,431.8967362665717,10.835505814561271
1963,398.71548578187605,562.808692836805,11.069355439306047
1963,283.24275711423684,198.07382885902996,22.343527690675977
1963,282.32991419183963,452.77516231881833,9.743036448057714
1963,274.86268263267976,521.3710290259258,8.237376411496122
1963,256.4760810277348,135.33596636380767,29.611040388817504
1963,230.5344800348982,416.5035653184141,8.64842837009451
1963,218.4183814072498,544.5547388423269,6.267115068622025
1963,207.07030459310363,441.03096709334073,7.336159477850184
1963,196.4784554396572,199.53292133211033,15.385811252343952
1963,196.2149116375436,527.6694298364913,5.8101868726536505
1963,191.23572444569507,520.724218942782,5.738273899628851
1963,190.0611926095607,381.251901078056,7.7893542986330715
1963,174.2193656602859,292.3070426450397,9.312733500395398
1963,166.40046525652014,537.7398515315344,4.835065249912311
1963,158.01143219604407,552.2502068734871,4.470670354368534
1963,157.11095361874698,496.4795901592947,4.944530850714899
1963,143.4790658533242,481.99150078178843,4.651244680293949
1963,140.19973756568183,527.794282406828,4.150520330523836
1963,130.78752864122492,156.15621961197397,13.086607373674157
1963,129.1087027202992,265.3158439123994,7.603479122305053
1963,127.61352463113217,360.161624459572,5.536295893138003
1963,121.73218441653788,560.7933921781363,3.391740002714248
1963,99.9510250051165,292.58906410826984,5.337638884298971
1963,93.66912634335137,500.01494060210257,2.927072733771649
1963,82.82143075590345,541.2848126715562,2.3907651300503483
1963,80.29954076536325,532.137163305624,2.3578137573868267
1963,74.2336692851571,426.42562786674296,2.7200548156149895
1963,73.65244732571405,523.9927916821657,2.196250612093011
1963,68.1489423289398,453.6306501700646,2.3473440859661583
1963,65.41072648952562,124.07303907444192,8.237426994801247
1963,62.81253615131498,501.3823204700589,1.9574800253111548
1963,61.60910467449664,351.6353106521806,2.7376154537881603
1963,53.76619283681357,523.5105708510836,1.6047369620625744
1963,48.92638891652708,522.949506210868,1.461852086561638
1963,45.04075108055952,295.80214877399214,2.3791637030042407
1963,45.04023632979935,289.03706326080004,2.43482162707318
1963,45.032840903898254,283.4479939820629,2.4824241273972034
1963,39.821331057978625,295.9568657123599,2.1023614244706845
1963,39.00748784346964,518.0271216515168,1.1765638749011789
1963,38.06358434126753,542.7309540236056,1.0958348716304052
1963,37.26064577576873,530.5109150998106,1.0974281087823639
1963,64.2666029078313,508.5864152513694,1.9744248771146475
1963,28.129209235747926,506.5312987095971,0.867703329346574
1963,27.336476023080067,546.2020262496521,0.7820044916226601
1963,20.27164592128578,511.1433817553234,0.6196783110687152
1963,15.848381960444575,518.2034826069316,0.4778643456546969
1963,15.814536776130936,529.6041790612315,0.4665789034464483
1963,6.53104451675488,554.116007198592,0.18416282736571757
1963,4.840678653178414,298.9023792356113,0.25304450285520336
1963,4.8406706035556635,299.30474077987685,0.25270390967907597
1963,4.840467436101261,302.09233630616217,0.2503615438043783
1963,4.84045209572793,274.2422366260258,0.275785615396966
1963,4.840435446741632,302.1755560189611,0.2502909396503012
1963,4.840185803838002,282.0099093502239,0.2681746303143115
1963,4.84014084442057,285.84279588170915,0.26457619986815534
1963,4.839450584902179,272.825423296135,0.277160443757544
1963,4.839344222487236,262.93093366944777,0.2875840907005055
1963,4.839244737087839,257.79019297213256,0.29331293849945395
1963,4.8390288652381415,259.8418379862262,0.29098403323083755
1963,4.141935931801785,495.99647046413725,0.13048026102653945
1963,3.4807299508330583,539.5537428270669,0.1007988661088725
1963,3.192132228792395,534.3931765672096,0.09333402495008886
