Date,AQI,Sample_Duration,Pollutant_Type
2007-07-17,46,24 HOUR,88101
2007-07-17,46,24 HOUR,88101
2007-07-17,46,24 HOUR,88101
2007-07-20,52,24 HOUR,88101
2007-07-20,52,24 HOUR,88101
2007-07-20,52,24 HOUR,88101
2007-07-20,52,24 HOUR,88101
2007-07-20,52,24 HOUR,88101
2007-07-20,52,24 HOUR,88101
2007-07-20,52,24 HOUR,88101
2007-07-20,52,24 HOUR,88101
2007-07-23,35,24 HOUR,88101
2007-07-23,35,24 HOUR,88101
2007-07-23,35,24 HOUR,88101
2007-07-23,35,24 HOUR,88101
2007-07-23,35,24 HOUR,88101
2007-07-23,35,24 HOUR,88101
2007-07-23,35,24 HOUR,88101
2007-07-23,35,24 HOUR,88101
2007-07-26,33,24 HOUR,88101
2007-07-26,33,24 HOUR,88101
2007-07-26,33,24 HOUR,88101
2007-07-26,33,24 HOUR,88101
2007-07-26,33,24 HOUR,88101
2007-07-26,33,24 HOUR,88101
2007-07-26,33,24 HOUR,88101
2007-07-26,33,24 HOUR,88101
2007-07-29,38,24 HOUR,88101
2007-07-29,38,24 HOUR,88101
2007-07-29,38,24 HOUR,88101
2007-07-29,38,24 HOUR,88101
2007-07-29,38,24 HOUR,88101
2007-07-29,38,24 HOUR,88101
2007-07-29,38,24 HOUR,88101
2007-07-29,38,24 HOUR,88101
2007-08-01,57,24 HOUR,88101
2007-08-01,57,24 HOUR,88101
2007-08-01,57,24 HOUR,88101
2007-08-01,57,24 HOUR,88101
2007-08-01,57,24 HOUR,88101
2007-08-01,57,24 HOUR,88101
2007-08-01,57,24 HOUR,88101
2007-08-01,57,24 HOUR,88101
2007-08-04,31,24 HOUR,88101
2007-08-04,31,24 HOUR,88101
2007-08-04,31,24 HOUR,88101
2007-08-04,31,24 HOUR,88101
2007-08-04,31,24 HOUR,88101
2007-08-04,31,24 HOUR,88101
2007-08-04,31,24 HOUR,88101
2007-08-04,31,24 HOUR,88101
2007-08-07,36,24 HOUR,88101
2007-08-07,36,24 HOUR,88101
2007-08-07,36,24 HOUR,88101
2007-08-07,36,24 HOUR,88101
2007-08-07,36,24 HOUR,88101
2007-08-07,36,24 HOUR,88101
2007-08-07,36,24 HOUR,88101
2007-08-07,36,24 HOUR,88101
2007-08-10,36,24 HOUR,88101
2007-08-10,36,24 HOUR,88101
2007-08-10,36,24 HOUR,88101
2007-08-10,36,24 HOUR,88101
2007-08-10,36,24 HOUR,88101
2007-08-10,36,24 HOUR,88101
2007-08-10,36,24 HOUR,88101
2007-08-10,36,24 HOUR,88101
2007-08-13,29,24 HOUR,88101
2007-08-13,29,24 HOUR,88101
2007-08-13,29,24 HOUR,88101
2007-08-13,29,24 HOUR,88101
2007-08-13,29,24 HOUR,88101
2007-08-13,29,24 HOUR,88101
2007-08-13,29,24 HOUR,88101
2007-08-13,29,24 HOUR,88101
2007-08-16,46,24 HOUR,88101
2007-08-16,46,24 HOUR,88101
2007-08-16,46,24 HOUR,88101
2007-08-16,46,24 HOUR,88101
2007-08-16,46,24 HOUR,88101
2007-08-16,46,24 HOUR,88101
2007-08-16,46,24 HOUR,88101
2007-08-16,46,24 HOUR,88101
2007-08-19,29,24 HOUR,88101
2007-08-19,29,24 HOUR,88101
2007-08-19,29,24 HOUR,88101
2007-08-19,29,24 HOUR,88101
2007-08-19,29,24 HOUR,88101
2007-08-19,29,24 HOUR,88101
2007-08-19,29,24 HOUR,88101
2007-08-19,29,24 HOUR,88101
2007-08-22,60,24 HOUR,88101
2007-08-22,60,24 HOUR,88101
2007-08-22,60,24 HOUR,88101
2007-08-22,60,24 HOUR,88101
2007-08-22,60,24 HOUR,88101
2007-08-22,60,24 HOUR,88101
2007-08-22,60,24 HOUR,88101
2007-08-22,60,24 HOUR,88101
2007-08-25,50,24 HOUR,88101
2007-08-25,50,24 HOUR,88101
2007-08-25,50,24 HOUR,88101
2007-08-25,50,24 HOUR,88101
2007-08-25,50,24 HOUR,88101
2007-08-25,50,24 HOUR,88101
2007-08-25,50,24 HOUR,88101
2007-08-25,50,24 HOUR,88101
2007-08-28,27,24 HOUR,88101
2007-08-28,27,24 HOUR,88101
2007-08-28,27,24 HOUR,88101
2007-08-28,27,24 HOUR,88101
2007-08-28,27,24 HOUR,88101
2007-08-28,27,24 HOUR,88101
2007-08-28,27,24 HOUR,88101
2007-08-28,27,24 HOUR,88101
2007-08-31,40,24 HOUR,88101
2007-08-31,40,24 HOUR,88101
2007-08-31,40,24 HOUR,88101
2007-08-31,40,24 HOUR,88101
2007-08-31,40,24 HOUR,88101
2007-08-31,40,24 HOUR,88101
2007-08-31,40,24 HOUR,88101
2007-08-31,40,24 HOUR,88101
2007-09-03,21,24 HOUR,88101
2007-09-03,21,24 HOUR,88101
2007-09-03,21,24 HOUR,88101
2007-09-03,21,24 HOUR,88101
2007-09-03,21,24 HOUR,88101
2007-09-03,21,24 HOUR,88101
2007-09-03,21,24 HOUR,88101
2007-09-03,21,24 HOUR,88101
2007-09-06,29,24 HOUR,88101
2007-09-06,29,24 HOUR,88101
2007-09-06,29,24 HOUR,88101
2007-09-06,29,24 HOUR,88101
2007-09-06,29,24 HOUR,88101
2007-09-06,29,24 HOUR,88101
2007-09-06,29,24 HOUR,88101
2007-09-06,29,24 HOUR,88101
2007-09-09,36,24 HOUR,88101
2007-09-09,36,24 HOUR,88101
2007-09-09,36,24 HOUR,88101
2007-09-09,36,24 HOUR,88101
2007-09-09,36,24 HOUR,88101
2007-09-09,36,24 HOUR,88101
2007-09-09,36,24 HOUR,88101
2007-09-09,36,24 HOUR,88101
2007-09-12,43,24 HOUR,88101
2007-09-12,43,24 HOUR,88101
2007-09-12,43,24 HOUR,88101
2007-09-12,43,24 HOUR,88101
2007-09-12,43,24 HOUR,88101
2007-09-12,43,24 HOUR,88101
2007-09-12,43,24 HOUR,88101
2007-09-12,43,24 HOUR,88101
2007-09-15,28,24 HOUR,88101
2007-09-15,28,24 HOUR,88101
2007-09-15,28,24 HOUR,88101
2007-09-15,28,24 HOUR,88101
2007-09-15,28,24 HOUR,88101
2007-09-15,28,24 HOUR,88101
2007-09-15,28,24 HOUR,88101
2007-09-15,28,24 HOUR,88101
2007-09-18,34,24 HOUR,88101
2007-09-18,34,24 HOUR,88101
2007-09-18,34,24 HOUR,88101
2007-09-18,34,24 HOUR,88101
2007-09-18,34,24 HOUR,88101
2007-09-18,34,24 HOUR,88101
2007-09-18,34,24 HOUR,88101
2007-09-18,34,24 HOUR,88101
2007-09-21,38,24 HOUR,88101
2007-09-21,38,24 HOUR,88101
2007-09-21,38,24 HOUR,88101
2007-09-21,38,24 HOUR,88101
2007-09-21,38,24 HOUR,88101
2007-09-21,38,24 HOUR,88101
2007-09-21,38,24 HOUR,88101
2007-09-21,38,24 HOUR,88101
2007-09-24,21,24 HOUR,88101
2007-09-24,21,24 HOUR,88101
2007-09-24,21,24 HOUR,88101
2007-09-24,21,24 HOUR,88101
2007-09-24,21,24 HOUR,88101
2007-09-24,21,24 HOUR,88101
2007-09-24,21,24 HOUR,88101
2007-09-24,21,24 HOUR,88101
2007-09-27,28,24 HOUR,88101
2007-09-27,28,24 HOUR,88101
2007-09-27,28,24 HOUR,88101
2007-09-27,28,24 HOUR,88101
2007-09-27,28,24 HOUR,88101
2007-09-27,28,24 HOUR,88101
2007-09-27,28,24 HOUR,88101
2007-09-27,28,24 HOUR,88101
2007-09-30,17,24 HOUR,88101
2007-09-30,17,24 HOUR,88101
2007-09-30,17,24 HOUR,88101
2007-09-30,17,24 HOUR,88101
2007-09-30,17,24 HOUR,88101
2007-09-30,17,24 HOUR,88101
2007-09-30,17,24 HOUR,88101
2007-09-30,17,24 HOUR,88101
2007-10-03,18,24 HOUR,88101
2007-10-03,18,24 HOUR,88101
2007-10-03,18,24 HOUR,88101
2007-10-03,18,24 HOUR,88101
2007-10-03,18,24 HOUR,88101
2007-10-03,18,24 HOUR,88101
2007-10-03,18,24 HOUR,88101
2007-10-03,18,24 HOUR,88101
2007-10-09,27,24 HOUR,88101
2007-10-09,27,24 HOUR,88101
2007-10-09,27,24 HOUR,88101
2007-10-09,27,24 HOUR,88101
2007-10-09,27,24 HOUR,88101
2007-10-09,27,24 HOUR,88101
2007-10-09,27,24 HOUR,88101
2007-10-09,27,24 HOUR,88101
2007-10-11,45,24 HOUR,88101
2007-10-11,45,24 HOUR,88101
2007-10-11,45,24 HOUR,88101
2007-10-11,45,24 HOUR,88101
2007-10-11,45,24 HOUR,88101
2007-10-11,45,24 HOUR,88101
2007-10-11,45,24 HOUR,88101
2007-10-11,45,24 HOUR,88101
2007-10-12,57,24 HOUR,88101
2007-10-12,57,24 HOUR,88101
2007-10-12,57,24 HOUR,88101
2007-10-12,57,24 HOUR,88101
2007-10-12,57,24 HOUR,88101
2007-10-12,57,24 HOUR,88101
2007-10-12,57,24 HOUR,88101
2007-10-12,57,24 HOUR,88101
2007-10-15,24,24 HOUR,88101
2007-10-15,24,24 HOUR,88101
2007-10-15,24,24 HOUR,88101
2007-10-15,24,24 HOUR,88101
2007-10-15,24,24 HOUR,88101
2007-10-15,24,24 HOUR,88101
2007-10-15,24,24 HOUR,88101
2007-10-15,24,24 HOUR,88101
2007-10-18,9,24 HOUR,88101
2007-10-18,9,24 HOUR,88101
2007-10-18,9,24 HOUR,88101
2007-10-18,9,24 HOUR,88101
2007-10-18,9,24 HOUR,88101
2007-10-18,9,24 HOUR,88101
2007-10-18,9,24 HOUR,88101
2007-10-18,9,24 HOUR,88101
2007-10-21,14,24 HOUR,88101
2007-10-21,14,24 HOUR,88101
2007-10-21,14,24 HOUR,88101
2007-10-21,14,24 HOUR,88101
2007-10-21,14,24 HOUR,88101
2007-10-21,14,24 HOUR,88101
2007-10-21,14,24 HOUR,88101
2007-10-21,14,24 HOUR,88101
2007-10-24,14,24 HOUR,88101
2007-10-24,14,24 HOUR,88101
2007-10-24,14,24 HOUR,88101
2007-10-24,14,24 HOUR,88101
2007-10-24,14,24 HOUR,88101
2007-10-24,14,24 HOUR,88101
2007-10-24,14,24 HOUR,88101
2007-10-24,14,24 HOUR,88101
2007-10-27,63,24 HOUR,88101
2007-10-27,63,24 HOUR,88101
2007-10-27,63,24 HOUR,88101
2007-10-27,63,24 HOUR,88101
2007-10-27,63,24 HOUR,88101
2007-10-27,63,24 HOUR,88101
2007-10-27,63,24 HOUR,88101
2007-10-27,63,24 HOUR,88101
2007-10-30,36,24 HOUR,88101
2007-10-30,36,24 HOUR,88101
2007-10-30,36,24 HOUR,88101
2007-10-30,36,24 HOUR,88101
2007-10-30,36,24 HOUR,88101
2007-10-30,36,24 HOUR,88101
2007-10-30,36,24 HOUR,88101
2007-10-30,36,24 HOUR,88101
2007-11-02,43,24 HOUR,88101
2007-11-02,43,24 HOUR,88101
2007-11-02,43,24 HOUR,88101
2007-11-02,43,24 HOUR,88101
2007-11-02,43,24 HOUR,88101
2007-11-02,43,24 HOUR,88101
2007-11-02,43,24 HOUR,88101
2007-11-02,43,24 HOUR,88101
2007-11-05,38,24 HOUR,88101
2007-11-05,38,24 HOUR,88101
2007-11-05,38,24 HOUR,88101
2007-11-05,38,24 HOUR,88101
2007-11-05,38,24 HOUR,88101
2007-11-05,38,24 HOUR,88101
2007-11-05,38,24 HOUR,88101
2007-11-05,38,24 HOUR,88101
2007-11-08,23,24 HOUR,88101
2007-11-08,23,24 HOUR,88101
2007-11-08,23,24 HOUR,88101
2007-11-08,23,24 HOUR,88101
2007-11-08,23,24 HOUR,88101
2007-11-08,23,24 HOUR,88101
2007-11-08,23,24 HOUR,88101
2007-11-08,23,24 HOUR,88101
2007-11-11,38,24 HOUR,88101
2007-11-11,38,24 HOUR,88101
2007-11-11,38,24 HOUR,88101
2007-11-11,38,24 HOUR,88101
2007-11-11,38,24 HOUR,88101
2007-11-11,38,24 HOUR,88101
2007-11-11,38,24 HOUR,88101
2007-11-11,38,24 HOUR,88101
2007-11-14,25,24 HOUR,88101
2007-11-14,25,24 HOUR,88101
2007-11-14,25,24 HOUR,88101
2007-11-14,25,24 HOUR,88101
2007-11-14,25,24 HOUR,88101
2007-11-14,25,24 HOUR,88101
2007-11-14,25,24 HOUR,88101
2007-11-14,25,24 HOUR,88101
2007-11-16,18,24 HOUR,88101
2007-11-16,18,24 HOUR,88101
2007-11-16,18,24 HOUR,88101
2007-11-16,18,24 HOUR,88101
2007-11-16,18,24 HOUR,88101
2007-11-16,18,24 HOUR,88101
2007-11-16,18,24 HOUR,88101
2007-11-16,18,24 HOUR,88101
2007-11-17,21,24 HOUR,88101
2007-11-17,21,24 HOUR,88101
2007-11-17,21,24 HOUR,88101
2007-11-17,21,24 HOUR,88101
2007-11-17,21,24 HOUR,88101
2007-11-17,21,24 HOUR,88101
2007-11-17,21,24 HOUR,88101
2007-11-17,21,24 HOUR,88101
2007-11-20,48,24 HOUR,88101
2007-11-20,48,24 HOUR,88101
2007-11-20,48,24 HOUR,88101
2007-11-20,48,24 HOUR,88101
2007-11-20,48,24 HOUR,88101
2007-11-20,48,24 HOUR,88101
2007-11-20,48,24 HOUR,88101
2007-11-20,48,24 HOUR,88101
2007-11-23,73,24 HOUR,88101
2007-11-23,73,24 HOUR,88101
2007-11-23,73,24 HOUR,88101
2007-11-23,73,24 HOUR,88101
2007-11-23,73,24 HOUR,88101
2007-11-23,73,24 HOUR,88101
2007-11-23,73,24 HOUR,88101
2007-11-23,73,24 HOUR,88101
2007-11-26,47,24 HOUR,88101
2007-11-26,47,24 HOUR,88101
2007-11-26,47,24 HOUR,88101
2007-11-26,47,24 HOUR,88101
2007-11-26,47,24 HOUR,88101
2007-11-26,47,24 HOUR,88101
2007-11-26,47,24 HOUR,88101
2007-11-26,47,24 HOUR,88101
2007-11-29,42,24 HOUR,88101
2007-11-29,42,24 HOUR,88101
2007-11-29,42,24 HOUR,88101
2007-11-29,42,24 HOUR,88101
2007-11-29,42,24 HOUR,88101
2007-11-29,42,24 HOUR,88101
2007-11-29,42,24 HOUR,88101
2007-11-29,42,24 HOUR,88101
2007-12-02,53,24 HOUR,88101
2007-12-02,53,24 HOUR,88101
2007-12-02,53,24 HOUR,88101
2007-12-02,53,24 HOUR,88101
2007-12-02,53,24 HOUR,88101
2007-12-02,53,24 HOUR,88101
2007-12-02,53,24 HOUR,88101
2007-12-02,53,24 HOUR,88101
2007-12-05,19,24 HOUR,88101
2007-12-05,19,24 HOUR,88101
2007-12-05,19,24 HOUR,88101
2007-12-05,19,24 HOUR,88101
2007-12-05,19,24 HOUR,88101
2007-12-05,19,24 HOUR,88101
2007-12-05,19,24 HOUR,88101
2007-12-05,19,24 HOUR,88101
2007-12-08,30,24 HOUR,88101
2007-12-08,30,24 HOUR,88101
2007-12-08,30,24 HOUR,88101
2007-12-08,30,24 HOUR,88101
2007-12-08,30,24 HOUR,88101
2007-12-08,30,24 HOUR,88101
2007-12-08,30,24 HOUR,88101
2007-12-08,30,24 HOUR,88101
2007-12-11,51,24 HOUR,88101
2007-12-11,51,24 HOUR,88101
2007-12-11,51,24 HOUR,88101
2007-12-11,51,24 HOUR,88101
2007-12-11,51,24 HOUR,88101
2007-12-11,51,24 HOUR,88101
2007-12-11,51,24 HOUR,88101
2007-12-11,51,24 HOUR,88101
2007-12-14,63,24 HOUR,88101
2007-12-14,63,24 HOUR,88101
2007-12-14,63,24 HOUR,88101
2007-12-14,63,24 HOUR,88101
2007-12-14,63,24 HOUR,88101
2007-12-14,63,24 HOUR,88101
2007-12-14,63,24 HOUR,88101
2007-12-14,63,24 HOUR,88101
2007-12-17,16,24 HOUR,88101
2007-12-17,16,24 HOUR,88101
2007-12-17,16,24 HOUR,88101
2007-12-17,16,24 HOUR,88101
2007-12-17,16,24 HOUR,88101
2007-12-17,16,24 HOUR,88101
2007-12-17,16,24 HOUR,88101
2007-12-17,16,24 HOUR,88101
2007-12-20,51,24 HOUR,88101
2007-12-20,51,24 HOUR,88101
2007-12-20,51,24 HOUR,88101
2007-12-20,51,24 HOUR,88101
2007-12-20,51,24 HOUR,88101
2007-12-20,51,24 HOUR,88101
2007-12-20,51,24 HOUR,88101
2007-12-20,51,24 HOUR,88101
2007-12-23,35,24 HOUR,88101
2007-12-23,35,24 HOUR,88101
2007-12-23,35,24 HOUR,88101
2007-12-23,35,24 HOUR,88101
2007-12-23,35,24 HOUR,88101
2007-12-23,35,24 HOUR,88101
2007-12-23,35,24 HOUR,88101
2007-12-23,35,24 HOUR,88101
2007-12-26,52,24 HOUR,88101
2007-12-26,52,24 HOUR,88101
2007-12-26,52,24 HOUR,88101
2007-12-26,52,24 HOUR,88101
2007-12-26,52,24 HOUR,88101
2007-12-26,52,24 HOUR,88101
2007-12-26,52,24 HOUR,88101
2007-12-26,52,24 HOUR,88101
2007-12-29,9,24 HOUR,88101
2007-12-29,9,24 HOUR,88101
2007-12-29,9,24 HOUR,88101
2007-12-29,9,24 HOUR,88101
2007-12-29,9,24 HOUR,88101
2007-12-29,9,24 HOUR,88101
2007-12-29,9,24 HOUR,88101
2007-12-29,9,24 HOUR,88101
2008-01-01,15,24 HOUR,81102
2008-01-07,15,24 HOUR,81102
2008-01-13,19,24 HOUR,81102
2008-01-19,19,24 HOUR,81102
2008-01-25,18,24 HOUR,81102
2008-01-31,17,24 HOUR,81102
2008-02-06,12,24 HOUR,81102
2008-02-12,13,24 HOUR,81102
2008-02-18,13,24 HOUR,81102
2008-02-24,13,24 HOUR,81102
2008-03-01,12,24 HOUR,81102
2008-03-07,11,24 HOUR,81102
2008-03-13,15,24 HOUR,81102
2008-03-19,12,24 HOUR,81102
2008-03-25,19,24 HOUR,81102
2008-03-31,9,24 HOUR,81102
2008-04-06,6,24 HOUR,81102
2008-04-12,8,24 HOUR,81102
2008-04-18,18,24 HOUR,81102
2008-04-24,32,24 HOUR,81102
2008-04-30,31,24 HOUR,81102
2008-05-06,20,24 HOUR,81102
2008-05-12,23,24 HOUR,81102
2008-05-18,15,24 HOUR,81102
2008-05-24,6,24 HOUR,81102
2008-05-30,16,24 HOUR,81102
2008-06-05,3,24 HOUR,81102
2008-06-11,22,24 HOUR,81102
2008-06-17,29,24 HOUR,81102
2008-06-23,21,24 HOUR,81102
2008-06-29,27,24 HOUR,81102
2008-07-05,25,24 HOUR,81102
2008-07-11,32,24 HOUR,81102
2008-07-17,21,24 HOUR,81102
2008-07-23,22,24 HOUR,81102
2008-08-04,31,24 HOUR,81102
2008-08-28,53,24 HOUR,81102
2008-09-03,20,24 HOUR,81102
2008-09-09,19,24 HOUR,81102
2008-09-15,19,24 HOUR,81102
2008-09-21,26,24 HOUR,81102
2008-09-27,27,24 HOUR,81102
2008-10-09,24,24 HOUR,81102
2008-10-15,17,24 HOUR,81102
2008-10-21,16,24 HOUR,81102
2008-10-27,31,24 HOUR,81102
2008-11-02,23,24 HOUR,81102
2008-11-08,14,24 HOUR,81102
2008-11-14,6,24 HOUR,81102
2008-11-20,10,24 HOUR,81102
2008-11-26,41,24 HOUR,81102
2008-12-08,17,24 HOUR,81102
2008-12-14,12,24 HOUR,81102
2008-12-20,6,24 HOUR,81102
2008-12-26,9,24 HOUR,81102
2008-01-01,49,24 HOUR,88101
2008-01-01,49,24 HOUR,88101
2008-01-01,49,24 HOUR,88101
2008-01-01,49,24 HOUR,88101
2008-01-01,49,24 HOUR,88101
2008-01-01,49,24 HOUR,88101
2008-01-01,49,24 HOUR,88101
2008-01-01,49,24 HOUR,88101
2008-01-04,19,24 HOUR,88101
2008-01-04,19,24 HOUR,88101
2008-01-04,19,24 HOUR,88101
2008-01-04,19,24 HOUR,88101
2008-01-04,19,24 HOUR,88101
2008-01-04,19,24 HOUR,88101
2008-01-04,19,24 HOUR,88101
2008-01-04,19,24 HOUR,88101
2008-01-07,54,24 HOUR,88101
2008-01-07,54,24 HOUR,88101
2008-01-07,54,24 HOUR,88101
2008-01-07,54,24 HOUR,88101
2008-01-07,54,24 HOUR,88101
2008-01-07,54,24 HOUR,88101
2008-01-07,54,24 HOUR,88101
2008-01-07,54,24 HOUR,88101
2008-01-10,68,24 HOUR,88101
2008-01-10,68,24 HOUR,88101
2008-01-10,68,24 HOUR,88101
2008-01-10,68,24 HOUR,88101
2008-01-10,68,24 HOUR,88101
2008-01-10,68,24 HOUR,88101
2008-01-10,68,24 HOUR,88101
2008-01-10,68,24 HOUR,88101
2008-01-13,52,24 HOUR,88101
2008-01-13,52,24 HOUR,88101
2008-01-13,52,24 HOUR,88101
2008-01-13,52,24 HOUR,88101
2008-01-13,52,24 HOUR,88101
2008-01-13,52,24 HOUR,88101
2008-01-13,52,24 HOUR,88101
2008-01-13,52,24 HOUR,88101
2008-01-16,12,24 HOUR,88101
2008-01-16,12,24 HOUR,88101
2008-01-16,12,24 HOUR,88101
2008-01-16,12,24 HOUR,88101
2008-01-16,12,24 HOUR,88101
2008-01-16,12,24 HOUR,88101
2008-01-16,12,24 HOUR,88101
2008-01-16,12,24 HOUR,88101
2008-01-19,69,24 HOUR,88101
2008-01-19,69,24 HOUR,88101
2008-01-19,69,24 HOUR,88101
2008-01-19,69,24 HOUR,88101
2008-01-19,69,24 HOUR,88101
2008-01-19,69,24 HOUR,88101
2008-01-19,69,24 HOUR,88101
2008-01-19,69,24 HOUR,88101
2008-01-22,68,24 HOUR,88101
2008-01-22,68,24 HOUR,88101
2008-01-22,68,24 HOUR,88101
2008-01-22,68,24 HOUR,88101
2008-01-22,68,24 HOUR,88101
2008-01-22,68,24 HOUR,88101
2008-01-22,68,24 HOUR,88101
2008-01-22,68,24 HOUR,88101
2008-01-25,32,24 HOUR,88101
2008-01-25,32,24 HOUR,88101
2008-01-25,32,24 HOUR,88101
2008-01-25,32,24 HOUR,88101
2008-01-25,32,24 HOUR,88101
2008-01-25,32,24 HOUR,88101
2008-01-25,32,24 HOUR,88101
2008-01-25,32,24 HOUR,88101
2008-01-28,19,24 HOUR,88101
2008-01-28,19,24 HOUR,88101
2008-01-28,19,24 HOUR,88101
2008-01-28,19,24 HOUR,88101
2008-01-28,19,24 HOUR,88101
2008-01-28,19,24 HOUR,88101
2008-01-28,19,24 HOUR,88101
2008-01-28,19,24 HOUR,88101
2008-01-31,42,24 HOUR,88101
2008-01-31,42,24 HOUR,88101
2008-01-31,42,24 HOUR,88101
2008-01-31,42,24 HOUR,88101
2008-01-31,42,24 HOUR,88101
2008-01-31,42,24 HOUR,88101
2008-01-31,42,24 HOUR,88101
2008-01-31,42,24 HOUR,88101
2008-02-03,60,24 HOUR,88101
2008-02-03,60,24 HOUR,88101
2008-02-03,60,24 HOUR,88101
2008-02-03,60,24 HOUR,88101
2008-02-03,60,24 HOUR,88101
2008-02-03,60,24 HOUR,88101
2008-02-03,60,24 HOUR,88101
2008-02-03,60,24 HOUR,88101
2008-02-06,46,24 HOUR,88101
2008-02-06,46,24 HOUR,88101
2008-02-06,46,24 HOUR,88101
2008-02-06,46,24 HOUR,88101
2008-02-06,46,24 HOUR,88101
2008-02-06,46,24 HOUR,88101
2008-02-06,46,24 HOUR,88101
2008-02-06,46,24 HOUR,88101
2008-02-09,7,24 HOUR,88101
2008-02-09,7,24 HOUR,88101
2008-02-09,7,24 HOUR,88101
2008-02-09,7,24 HOUR,88101
2008-02-09,7,24 HOUR,88101
2008-02-09,7,24 HOUR,88101
2008-02-09,7,24 HOUR,88101
2008-02-09,7,24 HOUR,88101
2008-02-12,31,24 HOUR,88101
2008-02-12,31,24 HOUR,88101
2008-02-12,31,24 HOUR,88101
2008-02-12,31,24 HOUR,88101
2008-02-12,31,24 HOUR,88101
2008-02-12,31,24 HOUR,88101
2008-02-12,31,24 HOUR,88101
2008-02-12,31,24 HOUR,88101
2008-02-15,77,24 HOUR,88101
2008-02-15,77,24 HOUR,88101
2008-02-15,77,24 HOUR,88101
2008-02-15,77,24 HOUR,88101
2008-02-15,77,24 HOUR,88101
2008-02-15,77,24 HOUR,88101
2008-02-15,77,24 HOUR,88101
2008-02-15,77,24 HOUR,88101
2008-02-18,39,24 HOUR,88101
2008-02-18,39,24 HOUR,88101
2008-02-18,39,24 HOUR,88101
2008-02-18,39,24 HOUR,88101
2008-02-18,39,24 HOUR,88101
2008-02-18,39,24 HOUR,88101
2008-02-18,39,24 HOUR,88101
2008-02-18,39,24 HOUR,88101
2008-02-21,59,24 HOUR,88101
2008-02-21,59,24 HOUR,88101
2008-02-21,59,24 HOUR,88101
2008-02-21,59,24 HOUR,88101
2008-02-21,59,24 HOUR,88101
2008-02-21,59,24 HOUR,88101
2008-02-21,59,24 HOUR,88101
2008-02-21,59,24 HOUR,88101
2008-02-24,32,24 HOUR,88101
2008-02-24,32,24 HOUR,88101
2008-02-24,32,24 HOUR,88101
2008-02-24,32,24 HOUR,88101
2008-02-24,32,24 HOUR,88101
2008-02-24,32,24 HOUR,88101
2008-02-24,32,24 HOUR,88101
2008-02-24,32,24 HOUR,88101
2008-02-27,58,24 HOUR,88101
2008-02-27,58,24 HOUR,88101
2008-02-27,58,24 HOUR,88101
2008-02-27,58,24 HOUR,88101
2008-02-27,58,24 HOUR,88101
2008-02-27,58,24 HOUR,88101
2008-02-27,58,24 HOUR,88101
2008-02-27,58,24 HOUR,88101
2008-03-01,17,24 HOUR,88101
2008-03-01,17,24 HOUR,88101
2008-03-01,17,24 HOUR,88101
2008-03-01,17,24 HOUR,88101
2008-03-01,17,24 HOUR,88101
2008-03-01,17,24 HOUR,88101
2008-03-01,17,24 HOUR,88101
2008-03-01,17,24 HOUR,88101
2008-03-04,22,24 HOUR,88101
2008-03-04,22,24 HOUR,88101
2008-03-04,22,24 HOUR,88101
2008-03-04,22,24 HOUR,88101
2008-03-04,22,24 HOUR,88101
2008-03-04,22,24 HOUR,88101
2008-03-04,22,24 HOUR,88101
2008-03-04,22,24 HOUR,88101
2008-03-07,27,24 HOUR,88101
2008-03-07,27,24 HOUR,88101
2008-03-07,27,24 HOUR,88101
2008-03-07,27,24 HOUR,88101
2008-03-07,27,24 HOUR,88101
2008-03-07,27,24 HOUR,88101
2008-03-07,27,24 HOUR,88101
2008-03-07,27,24 HOUR,88101
2008-03-10,39,24 HOUR,88101
2008-03-10,39,24 HOUR,88101
2008-03-10,39,24 HOUR,88101
2008-03-10,39,24 HOUR,88101
2008-03-10,39,24 HOUR,88101
2008-03-10,39,24 HOUR,88101
2008-03-10,39,24 HOUR,88101
2008-03-10,39,24 HOUR,88101
2008-03-13,21,24 HOUR,88101
2008-03-13,21,24 HOUR,88101
2008-03-13,21,24 HOUR,88101
2008-03-13,21,24 HOUR,88101
2008-03-13,21,24 HOUR,88101
2008-03-13,21,24 HOUR,88101
2008-03-13,21,24 HOUR,88101
2008-03-13,21,24 HOUR,88101
2008-03-16,51,24 HOUR,88101
2008-03-16,51,24 HOUR,88101
2008-03-16,51,24 HOUR,88101
2008-03-16,51,24 HOUR,88101
2008-03-16,51,24 HOUR,88101
2008-03-16,51,24 HOUR,88101
2008-03-16,51,24 HOUR,88101
2008-03-16,51,24 HOUR,88101
2008-03-19,24,24 HOUR,88101
2008-03-19,24,24 HOUR,88101
2008-03-19,24,24 HOUR,88101
2008-03-19,24,24 HOUR,88101
2008-03-19,24,24 HOUR,88101
2008-03-19,24,24 HOUR,88101
2008-03-19,24,24 HOUR,88101
2008-03-19,24,24 HOUR,88101
2008-03-22,27,24 HOUR,88101
2008-03-22,27,24 HOUR,88101
2008-03-22,27,24 HOUR,88101
2008-03-22,27,24 HOUR,88101
2008-03-22,27,24 HOUR,88101
2008-03-22,27,24 HOUR,88101
2008-03-22,27,24 HOUR,88101
2008-03-22,27,24 HOUR,88101
2008-03-25,39,24 HOUR,88101
2008-03-25,39,24 HOUR,88101
2008-03-25,39,24 HOUR,88101
2008-03-25,39,24 HOUR,88101
2008-03-25,39,24 HOUR,88101
